emoji,CLRDname,Index,count,first,last,posnetneg,total,unicodeorgmediumclass,unicodeorgbigclass,unicodeyear,userunknown,UnicodeAbstraction
\U0001f362,:oden:,1682,3,2018-12-31,2010-01-01,,3,food-asian,Food & Drink,2010,False,"u'\U0001F362',"
\U0001f40d,:snake:,1572,5,2017-03-17,2017-08-14,,6,animal-reptile,Animals & Nature,2010,False,"u'\U0001F40D',"
\U0001f45b,:purse:,1488,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F45B',"
\U0001f3e5,:hospital:,1749,1,2018-12-31,2010-01-01,,1,place-building,Travel & Places,2010,False,"u'\U0001F3E5',"
\U0001f6f5,:motor_scooter:,1817,1,2017-05-12,2017-05-12,,1,transport-ground,Travel & Places,2016,False,"u'\U0001F6F5',"
\U0001f411,:sheep:,1536,4,2016-10-14,2017-05-23,,4,animal-mammal,Animals & Nature,2010,False,"u'\U0001F411',"
\u264d,:Virgo:,2216,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U0000264D',"
\U0001f366,:soft_ice_cream:,1690,4,2016-08-30,2016-08-30,,16,food-sweet,Food & Drink,2010,False,"u'\U0001F366',"
\U0001f41e,:lady_beetle:,1594,1,2018-12-31,2010-01-01,,1,animal-bug,Animals & Nature,2010,False,"u'\U0001F41E',"
\U0001f6bc,:baby_symbol:,2159,2,2018-12-31,2010-01-01,,2,transport-sign,Symbols,2010,False,"u'\U0001F6BC',"
\U0001f439,:hamster_face:,1546,3,2018-12-31,2010-01-01,,3,animal-mammal,Animals & Nature,2010,False,"u'\U0001F439',"
\U0001f647,:person_bowing:,749,4,2016-06-21,2016-06-21,,4,person-gesture,Smileys & People,2010,False,"u'\U0001F647 \U0001F3FF',"
\U0001f550,:one_o’clock:,1863,3,2018-12-31,2010-01-01,,3,time,Travel & Places,2010,False,"u'\U0001F550',"
\U0001f31e,:sun_with_face:,1900,2,2017-02-16,2017-02-16,,2,sky & weather,Travel & Places,2010,False,"u'\U0001F31E',"
\U0001f408,:cat:,1517,4,2018-12-31,2010-01-01,,4,animal-mammal,Animals & Nature,2010,False,"u'\U0001F408',"
\U0001f641,:slightly_frowning_face:,50,7,2016-03-25,2017-05-17,,7,face-negative,Smileys & People,2014,False,"u'\U0001F641',"
\u23ec,:fast_down_button:,2237,1,2018-12-31,2010-01-01,,1,av-symbol,Symbols,2010,False,"u'\U000023EC',"
\U0001f6a0,:mountain_cableway:,1842,1,2018-12-31,2010-01-01,,1,transport-air,Travel & Places,2010,False,"u'\U0001F6A0',"
\U0001f618,:face_blowing_a_kiss:,14,17,2015-11-06,2017-07-02,,21,face-positive,Smileys & People,2010,False,"u'\U0001F618',"
\U0001f98b,:butterfly:,1590,1,2017-02-16,2017-02-16,,1,animal-bug,Animals & Nature,2016,False,"u'\U0001F98B',"
\U0001f400,:rat:,1545,2,2018-12-31,2010-01-01,,4,animal-mammal,Animals & Nature,2010,False,"u'\U0001F400',"
\U0001f636,:face_without_mouth:,26,28,2015-12-29,2017-10-12,,28,face-neutral,Smileys & People,2010,False,"u'\U0001F636',"
\U0001f54a,:dove:,1564,2,2016-08-20,2017-06-13,,2,animal-bird,Animals & Nature,2014,False,"u'\U0001F54A',"
\U0001f41d,:honeybee:,1593,2,2018-12-31,2010-01-01,,3,animal-bug,Animals & Nature,2010,False,"u'\U0001F41D',"
\U0001f56f,:candle:,2046,1,2018-12-31,2010-01-01,,1,light & video,Objects,2014,False,"u'\U0001F56F',"
\U0001f334,:palm_tree:,1612,2,2017-05-13,2017-05-13,,2,plant-other,Animals & Nature,2010,False,"u'\U0001F334',"
\U0001f3d1,:field_hockey:,1965,1,2018-12-31,2010-01-01,,1,sport,Activities,2015,False,"u'\U0001F3D1',"
\u25fe,:black_medium-small_square:,2340,3,2018-12-31,2010-01-01,,9,geometric,Symbols,2002,False,"u'\U000025FE',"
\U0001f501,:repeat_button:,2225,1,2018-12-31,2010-01-01,,1,av-symbol,Symbols,2010,False,"u'\U0001F501',"
\U0001f617,:kissing_face:,15,4,2017-07-30,2017-07-30,,4,face-positive,Smileys & People,2012,False,"u'\U0001F617',"
\U0001f46a,:family:,1206,4,2018-12-31,2010-01-01,,4,family,Smileys & People,2010,False,"u'\U0001F46A',"
\U0001f446,:backhand_index_pointing_up:,1262,11,2016-10-01,2017-07-30,,18,body,Smileys & People,2010,False,"u'\U0001F446',"
\U0001f68a,:tram:,1795,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F68A',"
\u2693,:anchor:,1827,2,2018-12-31,2010-01-01,,2,transport-water,Travel & Places,2005,False,"u'\U00002693',"
\U0001f507,:muted_speaker:,1990,1,2018-12-31,2010-01-01,,1,sound,Objects,2010,False,"u'\U0001F507',"
\U0001f42a,:camel:,1538,11,2015-12-29,2017-03-11,,12,animal-mammal,Animals & Nature,2010,False,"u'\U0001F42A',"
\U0001f6ba,:women’s_room:,2157,1,2018-12-31,2010-01-01,,1,transport-sign,Symbols,2010,False,"u'\U0001F6BA',"
\U0001f43c,:panda_face:,1554,15,2015-11-08,2017-11-13,,67,animal-mammal,Animals & Nature,2010,False,"u'\U0001F43C',"
\U0001f51f,:keycap_10:,2294,1,2018-12-31,2010-01-01,,1,keycap,Symbols,2010,False,"u'\U0001F51F',"
\U0001f3b8,:guitar:,2009,5,2017-05-23,2017-05-23,,5,musical-instrument,Objects,2010,False,"u'\U0001F3B8',"
\U0001f319,:crescent_moon:,1893,1,2018-12-31,2010-01-01,,1,sky & weather,Travel & Places,2010,False,"u'\U0001F319',"
\U0001f239,:Japanese_discount_button:,2324,1,2018-12-31,2010-01-01,,1,alphanum,Symbols,2010,False,"u'\U0001F239',"
\U0001f474,:old_man:,159,5,2016-06-24,2016-06-24,,5,person,Smileys & People,2010,False,"u'\U0001F474 \U0001F3FD',"
\u26c4,:snowman_without_snow:,1925,4,2016-07-13,2017-04-22,,6,sky & weather,Travel & Places,2009,False,"u'\U000026C4',"
\u2122,:trade_mark:,2281,154,2015-01-10,2017-11-30,,233,other-symbol,Symbols,1995,False,"u'\U00002122',"
\U0001f309,:bridge_at_night:,1775,1,2018-12-31,2010-01-01,,1,place-other,Travel & Places,2010,False,"u'\U0001F309',"
\U0001f55d,:two-thirty:,1866,2,2018-12-31,2010-01-01,,2,time,Travel & Places,2010,False,"u'\U0001F55D',"
\U0001f31d,:full_moon_with_face:,1899,4,2016-10-31,2017-03-10,,4,sky & weather,Travel & Places,2010,False,"u'\U0001F31D',"
\U0001f310,:globe_with_meridians:,1726,1,2018-12-31,2010-01-01,,1,place-map,Travel & Places,2010,False,"u'\U0001F310',"
\U0001f680,:rocket:,337,3,2016-12-02,2016-12-02,,3,person-role,Smileys & People,2010,False,"u'\U0001F468 \U0001F3FB \U0000200D \U0001F680',"
\U0001f538,:small_orange_diamond:,2345,4,2018-12-31,2010-01-01,,5,geometric,Symbols,2010,False,"u'\U0001F538',"
\u2199,:down-left_arrow:,2183,2,2018-12-31,2010-01-01,,2,arrow,Symbols,1995,False,"u'\U00002199',"
\U0001f624,:face_with_steam_from_nose:,54,10,2016-12-01,2017-07-09,,10,face-negative,Smileys & People,2010,False,"u'\U0001F624',"
\U0001f464,:bust_in_silhouette:,958,4,2016-08-12,2016-08-12,,4,person-activity,Smileys & People,2010,False,"u'\U0001F464',"
\U0001f3e6,:bank:,1750,1,2018-12-31,2010-01-01,,1,place-building,Travel & Places,2010,False,"u'\U0001F3E6',"
\U0001f61a,:kissing_face_with_closed_eyes:,17,4,2018-12-31,2010-01-01,,4,face-positive,Smileys & People,2010,False,"u'\U0001F61A',"
\U0001f46d,:two_women_holding_hands:,1197,3,2018-12-31,2010-01-01,,3,family,Smileys & People,2010,False,"u'\U0001F46D',"
\U0001f3d3,:ping_pong:,1967,1,2018-12-31,2010-01-01,,1,sport,Activities,2015,False,"u'\U0001F3D3',"
\U0001f924,:drooling_face:,41,1,2018-12-31,2010-01-01,,1,face-neutral,Smileys & People,2016,False,"u'\U0001F924',"
\U0001f459,:bikini:,1486,5,2016-07-12,2016-07-12,,9,clothing,Smileys & People,2010,False,"u'\U0001F459',"
\U0001f413,:rooster:,1558,3,2018-12-31,2010-01-01,,3,animal-bird,Animals & Nature,2010,False,"u'\U0001F413',"
\U0001f6ab,:prohibited:,2168,5,2016-07-17,2016-07-17,,5,warning,Symbols,2010,False,"u'\U0001F6AB',"
\U0001f43d,:pig_nose:,1534,2,2018-12-31,2010-01-01,,2,animal-mammal,Animals & Nature,2010,False,"u'\U0001F43D',"
\U0001f616,:confounded_face:,51,11,2015-06-25,2017-04-27,,11,face-negative,Smileys & People,2010,False,"u'\U0001F616',"
\u262e,:peace_symbol:,2208,3,2016-06-08,2016-07-15,,7,religion,Symbols,1995,False,"u'\U0000262E',"
\U0001f3e3,:Japanese_post_office:,1747,1,2018-12-31,2010-01-01,,1,place-building,Travel & Places,2010,False,"u'\U0001F3E3',"
\U0001f4c3,:page_with_curl:,2059,1,2018-12-31,2010-01-01,,1,book-paper,Objects,2010,False,"u'\U0001F4C3',"
\U0001f554,:five_o’clock:,1871,3,2018-12-31,2010-01-01,,3,time,Travel & Places,2010,False,"u'\U0001F554',"
\U0001f937,:person_shrugging:,791,3,2018-12-31,2010-01-01,,3,person-gesture,Smileys & People,2016,False,"u'\U0001F937 \U0001F3FF \U0000200D \U00002642 \U0000FE0F',"
\U0001f685,:high-speed_train_with_bullet_nose:,1790,2,2018-12-31,2010-01-01,,2,transport-ground,Travel & Places,2010,False,"u'\U0001F685',"
\U0001f350,:pear:,1630,2,2018-12-31,2010-01-01,,2,food-fruit,Food & Drink,2010,False,"u'\U0001F350',"
\U0001f696,:oncoming_taxi:,1808,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F696',"
\u2648,:Aries:,2211,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U00002648',"
\U0001f3cc,:person_golfing:,978,3,2016-06-24,2016-06-24,,3,person-sport,Smileys & People,2014,False,"u'\U0001F3CC \U0001F3FE',"
\U0001f6f0,:satellite:,1844,2,2016-03-30,2016-03-30,,2,transport-air,Travel & Places,2014,False,"u'\U0001F6F0',"
\U0001f534,:red_circle:,2355,1,2018-12-31,2010-01-01,,1,geometric,Symbols,2010,False,"u'\U0001F534',"
\U0001f502,:repeat_single_button:,2226,2,2018-12-31,2010-01-01,,2,av-symbol,Symbols,2010,False,"u'\U0001F502',"
\u2705,:white_heavy_check_mark:,2257,8,2016-08-14,2017-11-14,,12,other-symbol,Symbols,2010,False,"u'\U00002705',"
\u26bd,:soccer_ball:,1955,3,2017-05-07,2017-05-07,,4,sport,Activities,2009,False,"u'\U000026BD',"
\u2935,:right_arrow_curving_down:,2191,3,2015-11-04,2015-11-04,,3,arrow,Symbols,2002,False,"u'\U00002935',"
\U0001f430,:rabbit_face:,1547,4,2015-12-30,2017-12-08,,5,animal-mammal,Animals & Nature,2010,False,"u'\U0001F430',"
\U0001f4f2,:mobile_phone_with_arrow:,2015,1,2018-12-31,2010-01-01,,1,phone,Objects,2010,False,"u'\U0001F4F2',"
\U0001f601,:grinning_face_with_smiling_eyes:,2,231,2015-06-23,2017-11-25,,253,face-positive,Smileys & People,2010,False,"u'\U0001F601',"
\U0001f4f1,:mobile_phone:,2014,3,2016-12-18,2016-12-18,,3,phone,Objects,2010,False,"u'\U0001F4F1',"
\U0001f55f,:four-thirty:,1870,1,2018-12-31,2010-01-01,,1,time,Travel & Places,2010,False,"u'\U0001F55F',"
\U0001f3ed,:factory:,254,1,2018-12-31,2010-01-01,,1,person-role,Smileys & People,2010,False,"u'\U0001F468 \U0001F3FC \U0000200D \U0001F3ED',"
\U0001f42d,:mouse_face:,1543,3,2017-10-02,2017-10-02,,3,animal-mammal,Animals & Nature,2010,False,"u'\U0001F42D',"
\U0001f590,:raised_hand_with_fingers_splayed:,1314,6,2017-05-17,2017-05-17,,7,body,Smileys & People,2014,False,"u'\U0001F590 \U0001F3FE',"
\u303d,:part_alternation_mark:,2268,3,2016-07-07,2017-10-13,,6,other-symbol,Symbols,2002,False,"u'\U0000303D',"
\U0001f567,:twelve-thirty:,1862,2,2016-07-31,2016-07-31,,2,time,Travel & Places,2010,False,"u'\U0001F567',"
\U0001f613,:face_with_cold_sweat:,43,20,2015-07-06,2017-05-11,,22,face-neutral,Smileys & People,2010,False,"u'\U0001F613',"
\U0001f3a2,:roller_coaster:,1780,1,2018-12-31,2010-01-01,,1,place-other,Travel & Places,2010,False,"u'\U0001F3A2',"
\u26f2,:fountain:,1767,1,2018-12-31,2010-01-01,,1,place-other,Travel & Places,2009,False,"u'\U000026F2',"
\u26f9,:person_bouncing_ball:,1052,1,2018-12-31,2010-01-01,,1,person-sport,Smileys & People,2009,False,"u'\U000026F9 \U0000FE0F \U0000200D \U00002642 \U0000FE0F',"
\u2b07,:down_arrow:,2182,8,2015-11-04,2017-04-08,,9,arrow,Symbols,2003,False,"u'\U00002B07',"
\U0001f6c3,:customs:,2162,2,2016-06-24,2016-06-24,,2,transport-sign,Symbols,2010,False,"u'\U0001F6C3',"
