emoji,CLRDname,Index,count,first,last,posnetneg,total,unicodeorgmediumclass,unicodeorgbigclass,unicodeyear,userunknown,UnicodeAbstraction
\u26f3,:flag_in_hole:,1973,3,2018-12-31,2010-01-01,,3,sport,Activities,2009,False,"u'\U000026F3',"
\U0001f004,:mahjong_red_dragon:,1988,1,2018-12-31,2010-01-01,,1,game,Activities,2008,False,"u'\U0001F004',"
\U0001f64e,:person_pouting:,655,4,2018-12-31,2010-01-01,,4,person-gesture,Smileys & People,2010,False,"u'\U0001F64E \U0001F3FB',"
\U0001f456,:jeans:,1479,5,2016-06-21,2017-03-17,,5,clothing,Smileys & People,2010,False,"u'\U0001F456',"
\U0001f6a9,:triangular_flag:,2358,1,2018-12-31,2010-01-01,,1,flag,Flags,2010,False,"u'\U0001F6A9',"
\U0001f574,:man_in_business_suit_levitating:,952,4,2016-06-16,2016-07-12,,4,person-activity,Smileys & People,2014,False,"u'\U0001F574 \U0001F3FB',"
\U0001f508,:speaker_low_volume:,1991,1,2018-12-31,2010-01-01,,1,sound,Objects,2010,False,"u'\U0001F508',"
\U0001f688,:light_rail:,1793,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F688',"
\u2049,:exclamation_question_mark:,2273,5,2016-02-25,2016-04-15,,7,other-symbol,Symbols,2000,False,"u'\U00002049',"
\U0001f555,:six_o’clock:,1873,3,2018-12-31,2010-01-01,,3,time,Travel & Places,2010,False,"u'\U0001F555',"
\U0001f64a,:speak-no-evil_monkey:,107,8,2016-01-17,2017-01-07,,8,monkey-face,Smileys & People,2010,False,"u'\U0001F64A',"
\U0001f3c5,:sports_medal:,1951,3,2016-07-17,2017-01-23,,3,award-medal,Activities,2014,False,"u'\U0001F3C5',"
\U0001f4e3,:megaphone:,1995,1,2018-12-31,2010-01-01,,1,sound,Objects,2010,False,"u'\U0001F4E3',"
\U0001f442,:ear:,1425,6,2016-06-21,2016-07-15,,6,body,Smileys & People,2010,False,"u'\U0001F442',"
\u25c0,:reverse_button:,2231,2,2018-12-31,2010-01-01,,2,av-symbol,Symbols,1995,False,"u'\U000025C0',"
\U0001f6eb,:airplane_departure:,1837,3,2016-06-25,2016-06-25,,11,transport-air,Travel & Places,2014,False,"u'\U0001F6EB',"
\U0001f980,:crab:,1586,3,2016-06-24,2016-07-11,,3,animal-marine,Animals & Nature,2015,False,"u'\U0001F980',"
\U0001f4ad,:thought_balloon:,1473,12,2016-05-13,2016-05-13,,12,emotion,Smileys & People,2010,False,"u'\U0001F4AD',"
\U0001f5e8,:left_speech_bubble:,1440,4,2016-06-30,2016-06-30,,6,body,Smileys & People,2014,False,"u'\U0001F441 \U0000FE0F \U0000200D \U0001F5E8 \U0000FE0F',"
\U0001f359,:rice_ball:,1676,1,2018-12-31,2010-01-01,,1,food-asian,Food & Drink,2010,False,"u'\U0001F359',"
\U0001f462,:woman’s_boot:,1497,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F462',"
\u2744,:snowflake:,1923,1856,2015-08-15,2016-11-17,,1869,sky & weather,Travel & Places,1995,False,"u'\U00002744',"
\U0001f55a,:eleven_o’clock:,1883,4,2016-07-04,2016-07-12,,4,time,Travel & Places,2010,False,"u'\U0001F55A',"
\U0001f340,:four_leaf_clover:,1617,2,2016-09-26,2016-09-26,,2,plant-other,Animals & Nature,2010,False,"u'\U0001F340',"
\U0001f3e7,:ATM_sign:,2152,1,2018-12-31,2010-01-01,,1,transport-sign,Symbols,2010,False,"u'\U0001F3E7',"
\U0001f346,:eggplant:,1638,17,2016-06-24,2017-11-19,,17,food-vegetable,Food & Drink,2010,False,"u'\U0001F346',"
\u2600,:sun:,1898,9,2016-09-07,2017-09-04,,9,sky & weather,Travel & Places,1995,False,"u'\U00002600',"
\U0001f573,:hole:,1474,1,2018-12-31,2010-01-01,,1,emotion,Smileys & People,2014,False,"u'\U0001F573',"
\U0001f4c4,:page_facing_up:,2061,1,2018-12-31,2010-01-01,,1,book-paper,Objects,2010,False,"u'\U0001F4C4',"
\U0001f330,:chestnut:,1647,2,2018-12-31,2010-01-01,,2,food-vegetable,Food & Drink,2010,False,"u'\U0001F330',"
\u2653,:Pisces:,2222,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U00002653',"
\u2b55,:heavy_large_circle:,2256,2,2018-12-31,2010-01-01,,2,other-symbol,Symbols,2009,False,"u'\U00002B55',"
\U0001f312,:waxing_crescent_moon:,1886,3,2018-12-31,2010-01-01,,4,sky & weather,Travel & Places,2010,False,"u'\U0001F312',"
\u264c,:Leo:,2215,2,2018-12-31,2010-01-01,,2,zodiac,Symbols,1995,False,"u'\U0000264C',"
\U0001f36b,:chocolate_bar:,1698,1,2018-12-31,2010-01-01,,1,food-sweet,Food & Drink,2010,False,"u'\U0001F36B',"
\U0001f47b,:ghost:,91,14,2016-01-28,2017-06-21,,15,face-fantasy,Smileys & People,2010,False,"u'\U0001F47B',"
\U0001f47c,:baby_angel:,525,4,2016-06-30,2016-06-30,,4,person-fantasy,Smileys & People,2010,False,"u'\U0001F47C \U0001F3FD',"
\U0001f4ae,:white_flower:,1601,1,2018-12-31,2010-01-01,,1,plant-flower,Animals & Nature,2010,False,"u'\U0001F4AE',"
\U0001f42c,:dolphin:,1579,3,2018-12-31,2010-01-01,,3,animal-marine,Animals & Nature,2010,False,"u'\U0001F42C',"
\U0001f356,:meat_on_bone:,1654,4,2016-03-17,2016-03-17,,15,food-prepared,Food & Drink,2010,False,"u'\U0001F356',"
\U0001f989,:owl:,1567,1,2018-12-31,2010-01-01,,1,animal-bird,Animals & Nature,2016,False,"u'\U0001F989',"
\U0001f69d,:monorail:,1796,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F69D',"
\U0001f3c9,:rugby_football:,1960,2,2018-12-31,2010-01-01,,2,sport,Activities,2010,False,"u'\U0001F3C9',"
\U0001f50e,:right-pointing_magnifying_glass:,2042,3,2017-03-07,2017-03-07,,8,light & video,Objects,2010,False,"u'\U0001F50E',"
\U0001f3af,:direct_hit:,1972,2,2018-12-31,2010-01-01,,2,sport,Activities,2010,False,"u'\U0001F3AF',"
\u260e,:telephone:,2016,2,2016-10-09,2016-10-09,,3,phone,Objects,1995,False,"u'\U0000260E',"
\U0001f531,:trident_emblem:,2253,1,2018-12-31,2010-01-01,,1,other-symbol,Symbols,2010,False,"u'\U0001F531',"
\U0001f424,:baby_chick:,1560,2,2018-12-31,2010-01-01,,2,animal-bird,Animals & Nature,2010,False,"u'\U0001F424',"
\U0001f36e,:custard:,1701,4,2018-12-31,2010-01-01,,8,food-sweet,Food & Drink,2010,False,"u'\U0001F36E',"
\U0001f34a,:tangerine:,1624,2,2017-05-12,2017-05-12,,2,food-fruit,Food & Drink,2010,False,"u'\U0001F34A',"
\U0001f53b,:red_triangle_pointed_down:,2348,4,2017-12-04,2017-12-04,,5,geometric,Symbols,2010,False,"u'\U0001F53B',"
\U0001f199,:UP!_button:,2316,3,2016-07-16,2016-07-16,,3,alphanum,Symbols,2010,False,"u'\U0001F199',"
\U0001f4bf,:optical_disk:,2030,1,2018-12-31,2010-01-01,,1,computer,Objects,2010,False,"u'\U0001F4BF',"
\u2614,:umbrella_with_rain_drops:,1920,4,2015-09-24,2015-09-24,,4,sky & weather,Travel & Places,2003,False,"u'\U00002614',"
\u2651,:Capricorn:,2220,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U00002651',"
\U0001f694,:oncoming_police_car:,1806,3,2016-07-24,2016-07-24,,16,transport-ground,Travel & Places,2010,False,"u'\U0001F694',"
\U0001f441,:eye:,1440,12,2016-06-21,2017-05-23,,21,body,Smileys & People,2014,False,"u'\U0001F441 \U0000FE0F \U0000200D \U0001F5E8 \U0000FE0F',"
\U0001f68d,:oncoming_bus:,1800,2,2016-07-15,2016-07-15,,2,transport-ground,Travel & Places,2010,False,"u'\U0001F68D',"
\U0001f348,:melon:,1622,1,2018-12-31,2010-01-01,,1,food-fruit,Food & Drink,2010,False,"u'\U0001F348',"
\U0001f3bb,:violin:,2012,5,2017-05-29,2017-05-29,,5,musical-instrument,Objects,2010,False,"u'\U0001F3BB',"
\U0001f353,:strawberry:,1633,4,2017-05-13,2017-05-28,,4,food-fruit,Food & Drink,2010,False,"u'\U0001F353',"
\U0001f954,:potato:,1639,2,2018-12-31,2010-01-01,,2,food-vegetable,Food & Drink,2016,False,"u'\U0001F954',"
\U0001f523,:input_symbols:,2299,2,2018-12-31,2010-01-01,,3,alphanum,Symbols,2010,False,"u'\U0001F523',"
\U0001f5fb,:mount_fuji:,1732,2,2018-12-31,2010-01-01,,2,place-geographic,Travel & Places,2010,False,"u'\U0001F5FB',"
\U0001f455,:t-shirt:,1478,4,2017-11-11,2017-11-11,,5,clothing,Smileys & People,2010,False,"u'\U0001F455',"
\U0001f357,:poultry_leg:,1655,4,2016-03-17,2016-06-29,,5,food-prepared,Food & Drink,2010,False,"u'\U0001F357',"
\U0001f453,:glasses:,1475,4,2017-05-29,2017-05-29,,4,clothing,Smileys & People,2010,False,"u'\U0001F453',"
\U0001f916,:robot_face:,94,11,2015-10-22,2017-01-26,,11,face-fantasy,Smileys & People,2015,False,"u'\U0001F916',"
\u2934,:right_arrow_curving_up:,2190,4,2015-11-04,2015-11-04,,4,arrow,Symbols,2002,False,"u'\U00002934',"
\U0001f480,:skull:,89,26,2016-01-21,2017-10-12,,34,face-fantasy,Smileys & People,2010,False,"u'\U0001F480',"
\U0001f4e2,:loudspeaker:,1994,1,2018-12-31,2010-01-01,,1,sound,Objects,2010,False,"u'\U0001F4E2',"
\U0001f445,:tongue:,1442,9,2016-04-11,2016-04-11,,9,body,Smileys & People,2010,False,"u'\U0001F445',"
\U0001f515,:bell_with_slash:,1998,3,2016-06-24,2016-07-15,,3,sound,Objects,2010,False,"u'\U0001F515',"
\U0001f386,:fireworks:,1932,6,2017-01-01,2017-01-01,,7,event,Activities,2010,False,"u'\U0001F386',"
\U0001f3b2,:game_die:,1982,2,2016-07-23,2016-07-23,,2,game,Activities,2010,False,"u'\U0001F3B2',"
\U0001f39a,:level_slider:,2003,2,2018-12-31,2010-01-01,,2,music,Objects,2014,False,"u'\U0001F39A',"
\U0001f6bb,:restroom:,2158,2,2018-12-31,2010-01-01,,2,transport-sign,Symbols,2010,False,"u'\U0001F6BB',"
\U0001f3fd,:medium_skin_tone:,297,46,2015-06-27,2017-06-04,,53,person-role,Smileys & People,,False,"u'\U0001F469 \U0001F3FD \U0000200D \U0001F4BB',"
\U0001f62b,:tired_face:,35,19,2015-06-21,2017-06-21,,27,face-neutral,Smileys & People,2010,False,"u'\U0001F62B',"
\u2611,:ballot_box_with_check:,2258,9,2017-05-25,2017-09-28,,16,other-symbol,Symbols,1995,False,"u'\U00002611',"
\U0001f431,:cat_face:,1516,6,2016-07-07,2017-06-08,,6,animal-mammal,Animals & Nature,2010,False,"u'\U0001F431',"
\U0001f436,:dog_face:,1511,6,2016-07-19,2016-07-19,,10,animal-mammal,Animals & Nature,2010,False,"u'\U0001F436',"
\U0001f95b,:glass_of_milk:,1704,1,2017-05-28,2017-05-28,,1,drink,Food & Drink,2016,False,"u'\U0001F95B',"
\U0001f443,:nose:,1434,5,2016-07-03,2016-07-03,,5,body,Smileys & People,2010,False,"u'\U0001F443 \U0001F3FD',"
\U0001f61d,:face_with_stuck-out_tongue_&_closed_eyes:,40,28,2015-08-31,2017-10-21,,31,face-neutral,Smileys & People,2010,False,"u'\U0001F61D',"
\U0001f3e2,:office_building:,1746,4,2016-06-21,2016-06-29,,5,place-building,Travel & Places,2010,False,"u'\U0001F3E2',"
\u267b,:recycling_symbol:,2251,1,2018-12-31,2010-01-01,,1,other-symbol,Symbols,2002,False,"u'\U0000267B',"
\U0001f42b,:two-hump_camel:,1539,5,2016-02-27,2016-05-13,,5,animal-mammal,Animals & Nature,2010,False,"u'\U0001F42B',"
\U0001f4c5,:calendar:,2101,1,2018-12-31,2010-01-01,,1,office,Objects,2010,False,"u'\U0001F4C5',"
\u26ab,:black_circle:,2354,1,2018-12-31,2010-01-01,,1,geometric,Symbols,2005,False,"u'\U000026AB',"
\u2797,:heavy_division_sign:,2265,1,2018-12-31,2010-01-01,,1,other-symbol,Symbols,2010,False,"u'\U00002797',"
\u2709,:envelope:,2077,2,2017-09-24,2017-09-24,,5,mail,Objects,1995,False,"u'\U00002709',"
\U0001f191,:CL_button:,2304,2,2018-12-31,2010-01-01,,2,alphanum,Symbols,2010,False,"u'\U0001F191',"
\u203c,:double_exclamation_mark:,2272,2,2016-07-30,2016-07-30,,2,other-symbol,Symbols,1995,False,"u'\U0000203C',"
\U0001f468,:man:,1200,14,2016-06-02,2016-11-01,,54,family,Smileys & People,2010,False,"u'\U0001F468 \U0000200D \U00002764 \U0000FE0F \U0000200D \U0001F48B \U0000200D \U0001F468',"
\U0001f37b,:clinking_beer_mugs:,1713,12,2015-06-29,2017-04-14,,12,drink,Food & Drink,2010,False,"u'\U0001F37B',"
\U0001f3f9,:bow_and_arrow:,2133,6,2016-07-11,2016-07-11,,6,tool,Objects,2015,False,"u'\U0001F3F9',"
\U0001f6aa,:door:,1848,3,2016-07-12,2016-07-12,,8,hotel,Travel & Places,2010,False,"u'\U0001F6AA',"
\U0001f349,:watermelon:,1623,11,2016-03-04,2017-05-17,,15,food-fruit,Food & Drink,2010,False,"u'\U0001F349',"
\U0001f62f,:hushed_face:,33,13,2016-01-04,2017-08-24,,16,face-neutral,Smileys & People,2012,False,"u'\U0001F62F',"
\U0001f352,:cherries:,1632,2,2017-05-29,2017-05-29,,2,food-fruit,Food & Drink,2010,False,"u'\U0001F352',"
\U0001f4a1,:light_bulb:,2047,2,2017-05-17,2017-05-17,,2,light & video,Objects,2010,False,"u'\U0001F4A1',"
\U0001f452,:woman’s_hat:,1499,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F452',"
\U0001f466,:boy:,120,6,2017-05-22,2017-05-22,,28,person,Smileys & People,2010,False,"u'\U0001F466',"
\U0001f363,:sushi:,1683,2,2016-03-23,2016-03-23,,2,food-asian,Food & Drink,2010,False,"u'\U0001F363',"
\U0001f304,:sunrise_over_mountains:,1771,1,2018-12-31,2010-01-01,,1,place-other,Travel & Places,2010,False,"u'\U0001F304',"
\U0001f418,:elephant:,1541,1,2018-12-31,2010-01-01,,1,animal-mammal,Animals & Nature,2010,False,"u'\U0001F418',"
\u2666,:diamond_suit:,1985,3,2015-12-29,2017-01-29,,3,game,Activities,1995,False,"u'\U00002666',"
\U0001f6a8,:police_car_light:,1822,3,2018-12-31,2010-01-01,,4,transport-ground,Travel & Places,2010,False,"u'\U0001F6A8',"
\U0001f329,:cloud_with_lightning:,1912,1,2016-08-24,2016-08-24,,1,sky & weather,Travel & Places,2014,False,"u'\U0001F329',"
\U0001f317,:last_quarter_moon:,1891,3,2018-12-31,2010-01-01,,4,sky & weather,Travel & Places,2010,False,"u'\U0001F317',"
\U0001f524,:input_latin_letters:,2300,5,2018-12-31,2010-01-01,,8,alphanum,Symbols,2010,False,"u'\U0001F524',"
\U0001f3f8,:badminton:,1968,1,2018-12-31,2010-01-01,,1,sport,Activities,2015,False,"u'\U0001F3F8',"
\U0001f504,:anticlockwise_arrows_button:,2193,2,2016-06-21,2016-06-21,,2,arrow,Symbols,2010,False,"u'\U0001F504',"
\U0001f193,:FREE_button:,2306,1,2018-12-31,2010-01-01,,1,alphanum,Symbols,2010,False,"u'\U0001F193',"
\U0001f421,:blowfish:,1582,3,2016-05-05,2017-08-21,,3,animal-marine,Animals & Nature,2010,False,"u'\U0001F421',"
\U0001f6bd,:toilet:,1851,5,2017-04-13,2017-04-14,,7,hotel,Travel & Places,2010,False,"u'\U0001F6BD',"
\U0001f914,:thinking_face:,22,73,2016-01-08,2017-11-27,,86,face-neutral,Smileys & People,2015,False,"u'\U0001F914',"
\U0001f35b,:curry_rice:,1678,1,2018-12-31,2010-01-01,,1,food-asian,Food & Drink,2010,False,"u'\U0001F35B',"
\U0001f4b3,:credit_card:,2073,2,2018-12-31,2010-01-01,,2,money,Objects,2010,False,"u'\U0001F4B3',"
\U0001f6cd,:shopping_bags:,1491,1,2018-12-31,2010-01-01,,1,clothing,Smileys & People,2014,False,"u'\U0001F6CD',"
\U0001f170,:A_button_(blood_type):,2301,1,2018-12-31,2010-01-01,,1,alphanum,Symbols,2010,False,"u'\U0001F170',"
\U0001f4d4,:notebook_with_decorative_cover:,2050,2,2018-12-31,2010-01-01,,2,book-paper,Objects,2010,False,"u'\U0001F4D4',"
\u274c,:cross_mark:,2261,1,2018-12-31,2010-01-01,,1,other-symbol,Symbols,2010,False,"u'\U0000274C',"
\U0001f365,:fish_cake_with_swirl:,1685,1,2018-12-31,2010-01-01,,1,food-asian,Food & Drink,2010,False,"u'\U0001F365',"
\U0001f171,:B_button_(blood_type):,2303,3,2017-08-15,2017-08-15,,3,alphanum,Symbols,2010,False,"u'\U0001F171',"
\U0001f313,:first_quarter_moon:,1887,4,2016-08-30,2016-08-30,,5,sky & weather,Travel & Places,2010,False,"u'\U0001F313',"
\U0001f910,:zipper-mouth_face:,32,5,2017-06-03,2017-06-03,,5,face-neutral,Smileys & People,2015,False,"u'\U0001F910',"
\U0001f638,:grinning_cat_face_with_smiling_eyes:,97,9,2015-07-21,2017-07-14,,10,cat-face,Smileys & People,2010,False,"u'\U0001F638',"
\U0001f4a9,:pile_of_poo:,95,18,2015-12-06,2017-12-04,,46,face-fantasy,Smileys & People,2010,False,"u'\U0001F4A9',"
\U0001f47a,:goblin:,88,11,2016-05-11,2017-08-30,,11,face-fantasy,Smileys & People,2010,False,"u'\U0001F47A',"
\U0001f6bf,:shower:,1852,1,2018-12-31,2010-01-01,,1,hotel,Travel & Places,2010,False,"u'\U0001F6BF',"
\u3299,:Japanese_secret_button:,2332,2,2016-04-10,2016-04-10,,2,alphanum,Symbols,1995,False,"u'\U00003299',"
\U0001f3d6,:beach_with_umbrella:,1734,2,2018-12-31,2010-01-01,,3,place-geographic,Travel & Places,2014,False,"u'\U0001F3D6',"
\U0001f494,:broken_heart:,1448,9,2016-07-15,2017-11-12,,9,emotion,Smileys & People,2010,False,"u'\U0001F494',"
\U0001f55c,:one-thirty:,1864,1,2018-12-31,2010-01-01,,1,time,Travel & Places,2010,False,"u'\U0001F55C',"
\u2728,:sparkles:,1934,12,2015-12-13,2017-06-14,,23,event,Activities,2010,False,"u'\U00002728',"
\U0001f4e6,:package:,2083,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4E6',"
\U0001f48b,:kiss_mark:,1200,11,2018-12-31,2010-01-01,,15,family,Smileys & People,2010,False,"u'\U0001F468 \U0000200D \U00002764 \U0000FE0F \U0000200D \U0001F48B \U0000200D \U0001F468',"
\U0001f40b,:whale:,1578,4,2018-12-31,2010-01-01,,4,animal-marine,Animals & Nature,2010,False,"u'\U0001F40B',"
\U0001f31c,:last_quarter_moon_with_face:,1896,3,2016-06-24,2016-06-24,,3,sky & weather,Travel & Places,2010,False,"u'\U0001F31C',"
\U0001f6f3,:passenger_ship:,1831,2,2016-06-23,2016-06-23,,2,transport-water,Travel & Places,2014,False,"u'\U0001F6F3',"
\U0001f383,:jack-o-lantern:,1930,3,2016-05-11,2016-11-01,,5,event,Activities,2010,False,"u'\U0001F383',"
\U0001f358,:rice_cracker:,1675,1,2018-12-31,2010-01-01,,1,food-asian,Food & Drink,2010,False,"u'\U0001F358',"
\U0001f40f,:ram:,1535,3,2016-07-15,2016-09-27,,3,animal-mammal,Animals & Nature,2010,False,"u'\U0001F40F',"
\U0001f510,:locked_with_key:,2123,1,2018-12-31,2010-01-01,,1,lock,Objects,2010,False,"u'\U0001F510',"
\U0001f384,:Christmas_tree:,1931,4,2015-12-13,2016-12-25,,4,event,Activities,2010,False,"u'\U0001F384',"
\U0001f21a,:Japanese_free_of_charge_button:,2325,2,2018-12-31,2010-01-01,,3,alphanum,Symbols,2009,False,"u'\U0001F21A',"
\U0001f4a7,:droplet:,1928,7,2017-05-19,2017-05-26,,9,sky & weather,Travel & Places,2010,False,"u'\U0001F4A7',"
\U0001f3f3,:white_flag:,2361,3,2016-06-24,2017-08-13,,3,flag,Flags,2014,False,"u'\U0001F3F3',"
\U0001f332,:evergreen_tree:,1610,4,2016-02-01,2016-02-01,,4,plant-other,Animals & Nature,2010,False,"u'\U0001F332',"
\U0001f307,:sunset:,1774,2,2018-12-31,2010-01-01,,2,place-other,Travel & Places,2010,False,"u'\U0001F307',"
\U0001f4b8,:money_with_wings:,2072,1,2018-12-31,2010-01-01,,1,money,Objects,2010,False,"u'\U0001F4B8',"
\U0001f521,:input_latin_lowercase:,2297,5,2018-12-31,2010-01-01,,7,alphanum,Symbols,2010,False,"u'\U0001F521',"
\U0001f405,:tiger:,1520,5,2016-07-11,2017-05-17,,5,animal-mammal,Animals & Nature,2010,False,"u'\U0001F405',"
\U0001f4a0,:diamond_with_a_dot:,2349,2,2018-12-31,2010-01-01,,2,geometric,Symbols,2010,False,"u'\U0001F4A0',"
\U0001f911,:money-mouth_face:,47,10,2016-01-10,2017-08-01,,14,face-neutral,Smileys & People,2015,False,"u'\U0001F911',"
\U0001f620,:angry_face:,69,11,2015-12-22,2017-02-26,,11,face-negative,Smileys & People,2010,False,"u'\U0001F620',"
\U0001f528,:hammer:,2126,9,2016-06-24,2017-06-03,,12,tool,Objects,2010,False,"u'\U0001F528',"
\U0001f391,:moon_viewing_ceremony:,1943,1,2018-12-31,2010-01-01,,1,event,Activities,2010,False,"u'\U0001F391',"
\u264f,:Scorpius:,2218,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U0000264F',"
\U0001f327,:cloud_with_rain:,1910,1,2016-07-18,2016-07-18,,1,sky & weather,Travel & Places,2014,False,"u'\U0001F327',"
\u2649,:Taurus:,2212,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U00002649',"
\u270c,:victory_hand:,1282,56,2015-07-17,2017-06-05,,64,body,Smileys & People,1995,False,"u'\U0000270C \U0001F3FC',"
\U0001f18e,:AB_button_(blood_type):,2302,2,2018-12-31,2010-01-01,,2,alphanum,Symbols,2010,False,"u'\U0001F18E',"
\U0001f4b2,:heavy_dollar_sign:,2076,7,2016-05-14,2016-10-29,,10,money,Objects,2010,False,"u'\U0001F4B2',"
\U0001f237,:Japanese_monthly_amount_button:,2320,3,2016-08-03,2016-08-03,,3,alphanum,Symbols,2010,False,"u'\U0001F237',"
\U0001f404,:cow:,1530,1,2018-12-31,2010-01-01,,1,animal-mammal,Animals & Nature,2010,False,"u'\U0001F404',"
\U0001f35c,:steaming_bowl:,1679,3,2015-12-23,2015-12-23,,3,food-asian,Food & Drink,2010,False,"u'\U0001F35C',"
\U0001f621,:pouting_face:,68,32,2015-12-20,2017-05-11,,34,face-negative,Smileys & People,2010,False,"u'\U0001F621',"
\U0001f17e,:O_button_(blood_type):,2312,3,2016-06-25,2016-06-25,,5,alphanum,Symbols,2010,False,"u'\U0001F17E',"
\U0001f512,:locked:,2120,3,2017-06-04,2017-06-15,,9,lock,Objects,2010,False,"u'\U0001F512',"
\U0001f3a3,:fishing_pole:,1975,3,2018-12-31,2010-01-01,,3,sport,Activities,2010,False,"u'\U0001F3A3',"
\U0001f491,:couple_with_heart:,1202,4,2016-05-05,2016-05-05,,4,family,Smileys & People,2010,False,"u'\U0001F491',"
\U0001f615,:confused_face:,45,35,2015-07-18,2017-09-14,,45,face-neutral,Smileys & People,2012,False,"u'\U0001F615',"
\U0001f4f4,:mobile_phone_off:,2247,2,2016-07-13,2016-07-13,,2,av-symbol,Symbols,2010,False,"u'\U0001F4F4',"
\U0001f497,:growing_heart:,1451,8,2017-02-24,2017-03-26,,9,emotion,Smileys & People,2010,False,"u'\U0001F497',"
\U0001f471,:blond-haired_person:,497,4,2018-12-31,2010-01-01,,4,person-role,Smileys & People,2010,False,"u'\U0001F471 \U0001F3FF \U0000200D \U00002640 \U0000FE0F',"
\U0001f623,:persevering_face:,29,11,2015-01-20,2017-11-17,,11,face-neutral,Smileys & People,2010,False,"u'\U0001F623',"
\U0001f4e5,:inbox_tray:,2082,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4E5',"
\U0001f4da,:books:,2056,2,2018-12-31,2010-01-01,,2,book-paper,Objects,2010,False,"u'\U0001F4DA',"
\U0001f3de,:national_park:,1737,1,2018-12-31,2010-01-01,,1,place-geographic,Travel & Places,2014,False,"u'\U0001F3DE',"
\U0001f612,:unamused_face:,42,13,2016-02-13,2017-10-29,,15,face-neutral,Smileys & People,2010,False,"u'\U0001F612',"
\u27a1,:right_arrow:,2180,11,2017-01-23,2017-01-23,,12,arrow,Symbols,1995,False,"u'\U000027A1',"
\U0001f535,:blue_circle:,2356,1,2018-12-31,2010-01-01,,1,geometric,Symbols,2010,False,"u'\U0001F535',"
\U0001f516,:bookmark:,2065,1,2018-12-31,2010-01-01,,1,book-paper,Objects,2010,False,"u'\U0001F516',"
\U0001f564,:nine-thirty:,1880,1,2018-12-31,2010-01-01,,1,time,Travel & Places,2010,False,"u'\U0001F564',"
\U0001f3d4,:snow-capped_mountain:,1729,1,2018-12-31,2010-01-01,,1,place-geographic,Travel & Places,2014,False,"u'\U0001F3D4',"
\U0001f6c2,:passport_control:,2161,1,2018-12-31,2010-01-01,,1,transport-sign,Symbols,2010,False,"u'\U0001F6C2',"
\U0001f52b,:pistol:,2132,47,2015-12-13,2017-09-17,,58,tool,Objects,2010,False,"u'\U0001F52B',"
\U0001f454,:necktie:,1477,4,2016-06-21,2016-06-21,,4,clothing,Smileys & People,2010,False,"u'\U0001F454',"
\U0001f3e4,:post_office:,1748,2,2018-12-31,2010-01-01,,2,place-building,Travel & Places,2010,False,"u'\U0001F3E4',"
\U0001f509,:speaker_medium_volume:,1992,1,2018-12-31,2010-01-01,,1,sound,Objects,2010,False,"u'\U0001F509',"
\U0001f475,:old_woman:,163,3,2018-12-31,2010-01-01,,3,person,Smileys & People,2010,False,"u'\U0001F475 \U0001F3FB',"
\U0001f3eb,:school:,200,1,2018-12-31,2010-01-01,,1,person-role,Smileys & People,2010,False,"u'\U0001F469 \U0001F3FC \U0000200D \U0001F3EB',"
\u26aa,:white_circle:,2353,3,2018-12-31,2010-01-01,,3,geometric,Symbols,2005,False,"u'\U000026AA',"
\U0001f562,:seven-thirty:,1876,2,2016-06-30,2016-06-30,,2,time,Travel & Places,2010,False,"u'\U0001F562',"
\U0001f4f7,:camera:,2037,1,2018-12-31,2010-01-01,,1,light & video,Objects,2010,False,"u'\U0001F4F7',"
\U0001f3a9,:top_hat:,1500,4,2016-06-21,2016-06-21,,4,clothing,Smileys & People,2010,False,"u'\U0001F3A9',"
\u26fa,:tent:,1768,1,2018-12-31,2010-01-01,,1,place-other,Travel & Places,2009,False,"u'\U000026FA',"
\U0001f3fe,:medium-dark_skin_tone:,136,21,2016-01-01,2017-10-21,,25,person,Smileys & People,,False,"u'\U0001F9D1 \U0001F3FE',"
\U0001f3d5,:camping:,1733,2,2017-03-28,2017-03-28,,2,place-geographic,Travel & Places,2014,False,"u'\U0001F3D5',"
\U0001f4a4,:zzz:,1463,9,2016-03-24,2017-05-12,,15,emotion,Smileys & People,2010,False,"u'\U0001F4A4',"
\U0001f6cc,:person_in_bed:,948,2,2016-07-12,2016-07-12,,2,person-activity,Smileys & People,2014,False,"u'\U0001F6CC \U0001F3FD',"
\U0001f4db,:name_badge:,2254,2,2018-12-31,2010-01-01,,2,other-symbol,Symbols,2010,False,"u'\U0001F4DB',"
